sent_num	file	path	ctx_nodes	sentence
518	Royal_Society_Corpus_open_v6.0_text_106830_1790.txt	chi_det	this/D	The blue vegetable colour is turned green by exposure to this air .
518	Royal_Society_Corpus_open_v6.0_text_106830_1790.txt	pa_obl	turn/V	The blue vegetable colour is turned green by exposure to this air .
519	Royal_Society_Corpus_open_v6.0_text_106847_1790.txt	chi_case	to/A	Equal quantities of fresh veal , consisting of a mixture of muscular fibres and of fat , and weighing each one dram , were then exposed to these airs .
519	Royal_Society_Corpus_open_v6.0_text_106847_1790.txt	chi_det	this/D	Equal quantities of fresh veal , consisting of a mixture of muscular fibres and of fat , and weighing each one dram , were then exposed to these airs .
519	Royal_Society_Corpus_open_v6.0_text_106847_1790.txt	pa_obl	expose/V	Equal quantities of fresh veal , consisting of a mixture of muscular fibres and of fat , and weighing each one dram , were then exposed to these airs .
520	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_case	to/A	As there is an ochrous earth separated from all steel waters , when exposed to the air , which subsides to the bottom , and a metalline scum or cremor , which swim on their surface ; we shall next consider the appearances , which they make in this water . Exp. 8 . A solution of saccharum Saturni being dropped into common spring - water , left the upper parts of the water clear and colourless , but formed a lactescency towards the bottom .
520	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_det	the/D	As there is an ochrous earth separated from all steel waters , when exposed to the air , which subsides to the bottom , and a metalline scum or cremor , which swim on their surface ; we shall next consider the appearances , which they make in this water . Exp. 8 . A solution of saccharum Saturni being dropped into common spring - water , left the upper parts of the water clear and colourless , but formed a lactescency towards the bottom .
520	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	pa_obl	expose/V	As there is an ochrous earth separated from all steel waters , when exposed to the air , which subsides to the bottom , and a metalline scum or cremor , which swim on their surface ; we shall next consider the appearances , which they make in this water . Exp. 8 . A solution of saccharum Saturni being dropped into common spring - water , left the upper parts of the water clear and colourless , but formed a lactescency towards the bottom .
521	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_case	to/A	All chalybeat waters separate their ochrous parts , when exposed some time to the air ; but this separation is made sooner by the commixture of several kinds of salts .
521	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_det	the/D	All chalybeat waters separate their ochrous parts , when exposed some time to the air ; but this separation is made sooner by the commixture of several kinds of salts .
521	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	pa_obl	expose/V	All chalybeat waters separate their ochrous parts , when exposed some time to the air ; but this separation is made sooner by the commixture of several kinds of salts .
522	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_case	to/A	It appears from the 11th experiment , that an addition of common water causes the mineral water to precipitate its ochre ; and the reason of this is obvious : for if these ochrous parts be altogether terrene , as they appear to be , and exist in the water unconnected with any other principle , then it must happen , that as these parts are uniformly diffused thro ' the water , in which they are suspended as in a menstruum ; by the addition of common water , this menstruum being diluted , the cohesion of these terrene parts must be thereby weakened , and their contact destroyed ; so that their menstrual equilibrium being thus taken off , they can be no longer supported in the fluid , but must be precipitated by the force of their own gravity . Exp. 12 . When the water was exposed for some days to the air , there was a cremor separated from it of a shining chalybeat colour .
522	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_det	the/D	It appears from the 11th experiment , that an addition of common water causes the mineral water to precipitate its ochre ; and the reason of this is obvious : for if these ochrous parts be altogether terrene , as they appear to be , and exist in the water unconnected with any other principle , then it must happen , that as these parts are uniformly diffused thro ' the water , in which they are suspended as in a menstruum ; by the addition of common water , this menstruum being diluted , the cohesion of these terrene parts must be thereby weakened , and their contact destroyed ; so that their menstrual equilibrium being thus taken off , they can be no longer supported in the fluid , but must be precipitated by the force of their own gravity . Exp. 12 . When the water was exposed for some days to the air , there was a cremor separated from it of a shining chalybeat colour .
522	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	pa_obl	expose/V	It appears from the 11th experiment , that an addition of common water causes the mineral water to precipitate its ochre ; and the reason of this is obvious : for if these ochrous parts be altogether terrene , as they appear to be , and exist in the water unconnected with any other principle , then it must happen , that as these parts are uniformly diffused thro ' the water , in which they are suspended as in a menstruum ; by the addition of common water , this menstruum being diluted , the cohesion of these terrene parts must be thereby weakened , and their contact destroyed ; so that their menstrual equilibrium being thus taken off , they can be no longer supported in the fluid , but must be precipitated by the force of their own gravity . Exp. 12 . When the water was exposed for some days to the air , there was a cremor separated from it of a shining chalybeat colour .
523	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_case	to/A	This cremor , which is separated from the water , is the same with that , which appears on the surface of a solution of vitriolum Martis , when exposed for some time to the air : and an infusion of iron in common water also emits a cremor of the same kind .
523	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_det	the/D	This cremor , which is separated from the water , is the same with that , which appears on the surface of a solution of vitriolum Martis , when exposed for some time to the air : and an infusion of iron in common water also emits a cremor of the same kind .
523	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	pa_obl	expose/V	This cremor , which is separated from the water , is the same with that , which appears on the surface of a solution of vitriolum Martis , when exposed for some time to the air : and an infusion of iron in common water also emits a cremor of the same kind .
524	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_case	to/A	I remember , as I was once carefully observing a large glass full of a chalybeat water , which contained much of this cremor ; soon after it was exposed to the air , I observed a tenuious blueish vapour rising in the parts of the water next the surface , which very much diminished its transparency ; and by degrees this vapour was emitted by the lowest parts of the water : but as the cremor increased on its surface , the water became gradually deprived of the blueish tincture , which it received from this halituous body ; which was apparently nothing else but the parts of the cremor separating from the water , and ascending upwards .
524	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_det	the/D	I remember , as I was once carefully observing a large glass full of a chalybeat water , which contained much of this cremor ; soon after it was exposed to the air , I observed a tenuious blueish vapour rising in the parts of the water next the surface , which very much diminished its transparency ; and by degrees this vapour was emitted by the lowest parts of the water : but as the cremor increased on its surface , the water became gradually deprived of the blueish tincture , which it received from this halituous body ; which was apparently nothing else but the parts of the cremor separating from the water , and ascending upwards .
524	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	pa_obl	expose/V	I remember , as I was once carefully observing a large glass full of a chalybeat water , which contained much of this cremor ; soon after it was exposed to the air , I observed a tenuious blueish vapour rising in the parts of the water next the surface , which very much diminished its transparency ; and by degrees this vapour was emitted by the lowest parts of the water : but as the cremor increased on its surface , the water became gradually deprived of the blueish tincture , which it received from this halituous body ; which was apparently nothing else but the parts of the cremor separating from the water , and ascending upwards .
525	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_case	to/A	The following trials were made in order to know what effects are produced in the water by being exposed to the air ; and in what respects the waters of the two springs differed from each other . Exp. 37 . An English quart of the water of each of the springs being fully exposed to the air in two China bowls , the next day that of the under spring was neither altered in its taste , colour , or transparency , nor in any other shape whatever ; but that of the upper spring appeared of a yellowish colour , altho ' it was clear and transparent as the other .
525	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_det	the/D	The following trials were made in order to know what effects are produced in the water by being exposed to the air ; and in what respects the waters of the two springs differed from each other . Exp. 37 . An English quart of the water of each of the springs being fully exposed to the air in two China bowls , the next day that of the under spring was neither altered in its taste , colour , or transparency , nor in any other shape whatever ; but that of the upper spring appeared of a yellowish colour , altho ' it was clear and transparent as the other .
525	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	pa_obl	expose/V	The following trials were made in order to know what effects are produced in the water by being exposed to the air ; and in what respects the waters of the two springs differed from each other . Exp. 37 . An English quart of the water of each of the springs being fully exposed to the air in two China bowls , the next day that of the under spring was neither altered in its taste , colour , or transparency , nor in any other shape whatever ; but that of the upper spring appeared of a yellowish colour , altho ' it was clear and transparent as the other .
526	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_case	to/A	The following trials were made in order to know what effects are produced in the water by being exposed to the air ; and in what respects the waters of the two springs differed from each other . Exp. 37 . An English quart of the water of each of the springs being fully exposed to the air in two China bowls , the next day that of the under spring was neither altered in its taste , colour , or transparency , nor in any other shape whatever ; but that of the upper spring appeared of a yellowish colour , altho ' it was clear and transparent as the other .
526	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_det	the/D	The following trials were made in order to know what effects are produced in the water by being exposed to the air ; and in what respects the waters of the two springs differed from each other . Exp. 37 . An English quart of the water of each of the springs being fully exposed to the air in two China bowls , the next day that of the under spring was neither altered in its taste , colour , or transparency , nor in any other shape whatever ; but that of the upper spring appeared of a yellowish colour , altho ' it was clear and transparent as the other .
526	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	pa_obl	expose/V	The following trials were made in order to know what effects are produced in the water by being exposed to the air ; and in what respects the waters of the two springs differed from each other . Exp. 37 . An English quart of the water of each of the springs being fully exposed to the air in two China bowls , the next day that of the under spring was neither altered in its taste , colour , or transparency , nor in any other shape whatever ; but that of the upper spring appeared of a yellowish colour , altho ' it was clear and transparent as the other .
527	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_case	to/A	They both tinged of a deep blue colour with galls ; which tinctures appeared equally deep and strong , as they did before the waters were exposed to the air .
527	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	chi_det	the/D	They both tinged of a deep blue colour with galls ; which tinctures appeared equally deep and strong , as they did before the waters were exposed to the air .
527	Royal_Society_Corpus_open_v6.0_text_105242_1757.txt	pa_obl	expose/V	They both tinged of a deep blue colour with galls ; which tinctures appeared equally deep and strong , as they did before the waters were exposed to the air .
528	Royal_Society_Corpus_open_v6.0_text_105382_1759.txt	chi_case	into/A	They seem to pass each other much about the middle of the quire ; for there the edges are most visibly bent different ways : whereas in the leaves near the outside of the quire , the holes very often carry more the appearance of the passage of a power issuing out , and exploding into the air , than of one darting into the paper . 20 .
528	Royal_Society_Corpus_open_v6.0_text_105382_1759.txt	chi_det	the/D	They seem to pass each other much about the middle of the quire ; for there the edges are most visibly bent different ways : whereas in the leaves near the outside of the quire , the holes very often carry more the appearance of the passage of a power issuing out , and exploding into the air , than of one darting into the paper . 20 .
528	Royal_Society_Corpus_open_v6.0_text_105382_1759.txt	pa_obl	explode/V	They seem to pass each other much about the middle of the quire ; for there the edges are most visibly bent different ways : whereas in the leaves near the outside of the quire , the holes very often carry more the appearance of the passage of a power issuing out , and exploding into the air , than of one darting into the paper . 20 .
529	Royal_Society_Corpus_open_v6.0_text_105382_1759.txt	chi_case	through/A	This ingenious author , whose merit in the learned world is very considerable , particularly with regard to his labours in electricity , had observed , that , when a body is electrified , a current of electric fluid issues from it , and , in the form of diverging rays , spreads through the air , and enters into other bodies ; and that , at the same time , a current of electric fluid , * ` ` Plus de trois ans se so nt ecoules depuis que j'ai propose comme la cause generale des phenomenes electriques , l'effluence et l'affluence simultanees d'une matiere fluide , present par tout , et capable de s'enflammer par le choc de ses propres rayons . ' ' Preface to Recherches sir l'electricite , at the beginning . issuing from other bodies , passes through the air , and , in the form of converging rays , enters into the body electrified .
529	Royal_Society_Corpus_open_v6.0_text_105382_1759.txt	chi_det	the/D	This ingenious author , whose merit in the learned world is very considerable , particularly with regard to his labours in electricity , had observed , that , when a body is electrified , a current of electric fluid issues from it , and , in the form of diverging rays , spreads through the air , and enters into other bodies ; and that , at the same time , a current of electric fluid , * ` ` Plus de trois ans se so nt ecoules depuis que j'ai propose comme la cause generale des phenomenes electriques , l'effluence et l'affluence simultanees d'une matiere fluide , present par tout , et capable de s'enflammer par le choc de ses propres rayons . ' ' Preface to Recherches sir l'electricite , at the beginning . issuing from other bodies , passes through the air , and , in the form of converging rays , enters into the body electrified .
529	Royal_Society_Corpus_open_v6.0_text_105382_1759.txt	pa_obl	spread/V	This ingenious author , whose merit in the learned world is very considerable , particularly with regard to his labours in electricity , had observed , that , when a body is electrified , a current of electric fluid issues from it , and , in the form of diverging rays , spreads through the air , and enters into other bodies ; and that , at the same time , a current of electric fluid , * ` ` Plus de trois ans se so nt ecoules depuis que j'ai propose comme la cause generale des phenomenes electriques , l'effluence et l'affluence simultanees d'une matiere fluide , present par tout , et capable de s'enflammer par le choc de ses propres rayons . ' ' Preface to Recherches sir l'electricite , at the beginning . issuing from other bodies , passes through the air , and , in the form of converging rays , enters into the body electrified .
530	Royal_Society_Corpus_open_v6.0_text_105382_1759.txt	chi_case	through/A	This ingenious author , whose merit in the learned world is very considerable , particularly with regard to his labours in electricity , had observed , that , when a body is electrified , a current of electric fluid issues from it , and , in the form of diverging rays , spreads through the air , and enters into other bodies ; and that , at the same time , a current of electric fluid , * ` ` Plus de trois ans se so nt ecoules depuis que j'ai propose comme la cause generale des phenomenes electriques , l'effluence et l'affluence simultanees d'une matiere fluide , present par tout , et capable de s'enflammer par le choc de ses propres rayons . ' ' Preface to Recherches sir l'electricite , at the beginning . issuing from other bodies , passes through the air , and , in the form of converging rays , enters into the body electrified .
530	Royal_Society_Corpus_open_v6.0_text_105382_1759.txt	chi_det	the/D	This ingenious author , whose merit in the learned world is very considerable , particularly with regard to his labours in electricity , had observed , that , when a body is electrified , a current of electric fluid issues from it , and , in the form of diverging rays , spreads through the air , and enters into other bodies ; and that , at the same time , a current of electric fluid , * ` ` Plus de trois ans se so nt ecoules depuis que j'ai propose comme la cause generale des phenomenes electriques , l'effluence et l'affluence simultanees d'une matiere fluide , present par tout , et capable de s'enflammer par le choc de ses propres rayons . ' ' Preface to Recherches sir l'electricite , at the beginning . issuing from other bodies , passes through the air , and , in the form of converging rays , enters into the body electrified .
530	Royal_Society_Corpus_open_v6.0_text_105382_1759.txt	pa_obl	pass/V	This ingenious author , whose merit in the learned world is very considerable , particularly with regard to his labours in electricity , had observed , that , when a body is electrified , a current of electric fluid issues from it , and , in the form of diverging rays , spreads through the air , and enters into other bodies ; and that , at the same time , a current of electric fluid , * ` ` Plus de trois ans se so nt ecoules depuis que j'ai propose comme la cause generale des phenomenes electriques , l'effluence et l'affluence simultanees d'une matiere fluide , present par tout , et capable de s'enflammer par le choc de ses propres rayons . ' ' Preface to Recherches sir l'electricite , at the beginning . issuing from other bodies , passes through the air , and , in the form of converging rays , enters into the body electrified .
531	Royal_Society_Corpus_open_v6.0_text_105381_1759.txt	chi_case	from/A	From the air electrifying more powerfully when it is hot , than when cold ; and the Tourmalin being electrified more than glass , and glass more than amber , as appears by these last experiments , we seem to have obtained a proof , that the whole atmosphere is constantly promoting a flow of the electric fluid , by the alternate changes of heat and cold : and further , that air is not only less electric than the Tourmalin , but less than glass , and even amber . Exp. 41 . When the Tourmalin had received the same number of blasts against the plain side , whilst my finger touched the convex side , it afforded different appearances ; for the plain side was electrified plus , and the other minus .
531	Royal_Society_Corpus_open_v6.0_text_105381_1759.txt	chi_det	the/D	From the air electrifying more powerfully when it is hot , than when cold ; and the Tourmalin being electrified more than glass , and glass more than amber , as appears by these last experiments , we seem to have obtained a proof , that the whole atmosphere is constantly promoting a flow of the electric fluid , by the alternate changes of heat and cold : and further , that air is not only less electric than the Tourmalin , but less than glass , and even amber . Exp. 41 . When the Tourmalin had received the same number of blasts against the plain side , whilst my finger touched the convex side , it afforded different appearances ; for the plain side was electrified plus , and the other minus .
531	Royal_Society_Corpus_open_v6.0_text_105381_1759.txt	pa_obl	seem/V	From the air electrifying more powerfully when it is hot , than when cold ; and the Tourmalin being electrified more than glass , and glass more than amber , as appears by these last experiments , we seem to have obtained a proof , that the whole atmosphere is constantly promoting a flow of the electric fluid , by the alternate changes of heat and cold : and further , that air is not only less electric than the Tourmalin , but less than glass , and even amber . Exp. 41 . When the Tourmalin had received the same number of blasts against the plain side , whilst my finger touched the convex side , it afforded different appearances ; for the plain side was electrified plus , and the other minus .
532	Royal_Society_Corpus_open_v6.0_text_105263_1757.txt	chi_case	into/A	If thermometers of this kind were to be sent up into the air by means of a kite , they might be made like those proposed for the sea ; but it would not be necessary to leave them open .
532	Royal_Society_Corpus_open_v6.0_text_105263_1757.txt	chi_det	the/D	If thermometers of this kind were to be sent up into the air by means of a kite , they might be made like those proposed for the sea ; but it would not be necessary to leave them open .
532	Royal_Society_Corpus_open_v6.0_text_105263_1757.txt	pa_obl	send/V	If thermometers of this kind were to be sent up into the air by means of a kite , they might be made like those proposed for the sea ; but it would not be necessary to leave them open .
533	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_case	through/A	For instance , mechanic operators , in tempering of small drills , only heat them red hot in the flame of a lamp , and then waving them three or four times through the air , find them not only cold , but hardened by their sudden cooling , so as to be fit for cutting other parts of the same steel , which has been cooled more gradually .
533	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_det	the/D	For instance , mechanic operators , in tempering of small drills , only heat them red hot in the flame of a lamp , and then waving them three or four times through the air , find them not only cold , but hardened by their sudden cooling , so as to be fit for cutting other parts of the same steel , which has been cooled more gradually .
533	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	pa_obl	wave/V	For instance , mechanic operators , in tempering of small drills , only heat them red hot in the flame of a lamp , and then waving them three or four times through the air , find them not only cold , but hardened by their sudden cooling , so as to be fit for cutting other parts of the same steel , which has been cooled more gradually .
534	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_case	through/A	Now the vesicles being exceedingly smaller than the points of such drills , must cool much quicker , and the included air be condensed equal to the circumambient air almost instantaneously ; in which state the vesicle is not fitter for ascending than that portion of water was before the vesicle was formed : for though the surface of the water is vastly increased by the form of the vesicle , which may retard the descent of it through the air , yet that form must equally obstruct its ascent ; and the specific gravity of the constituent particles remaining the same , I can not see how the increase of surface can aid its ascent .
534	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_det	the/D	Now the vesicles being exceedingly smaller than the points of such drills , must cool much quicker , and the included air be condensed equal to the circumambient air almost instantaneously ; in which state the vesicle is not fitter for ascending than that portion of water was before the vesicle was formed : for though the surface of the water is vastly increased by the form of the vesicle , which may retard the descent of it through the air , yet that form must equally obstruct its ascent ; and the specific gravity of the constituent particles remaining the same , I can not see how the increase of surface can aid its ascent .
534	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	pa_obl	retard/V	Now the vesicles being exceedingly smaller than the points of such drills , must cool much quicker , and the included air be condensed equal to the circumambient air almost instantaneously ; in which state the vesicle is not fitter for ascending than that portion of water was before the vesicle was formed : for though the surface of the water is vastly increased by the form of the vesicle , which may retard the descent of it through the air , yet that form must equally obstruct its ascent ; and the specific gravity of the constituent particles remaining the same , I can not see how the increase of surface can aid its ascent .
535	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_case	by/A	If the apparent motion of the air was occasioned by the diurnal revolution of the earth from west to east ( by the air 's being left behind ) , the motion must be found more regular , and very different from what it is ; for in that case the greatest motion must be at the equator , and from thence lessen by regular degrees to the poles ; and must be continued always equally one way , both day and night , and at all seasons .
535	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_case	's/P	If the apparent motion of the air was occasioned by the diurnal revolution of the earth from west to east ( by the air 's being left behind ) , the motion must be found more regular , and very different from what it is ; for in that case the greatest motion must be at the equator , and from thence lessen by regular degrees to the poles ; and must be continued always equally one way , both day and night , and at all seasons .
535	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_det	the/D	If the apparent motion of the air was occasioned by the diurnal revolution of the earth from west to east ( by the air 's being left behind ) , the motion must be found more regular , and very different from what it is ; for in that case the greatest motion must be at the equator , and from thence lessen by regular degrees to the poles ; and must be continued always equally one way , both day and night , and at all seasons .
535	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	pa_obl	leave/V	If the apparent motion of the air was occasioned by the diurnal revolution of the earth from west to east ( by the air 's being left behind ) , the motion must be found more regular , and very different from what it is ; for in that case the greatest motion must be at the equator , and from thence lessen by regular degrees to the poles ; and must be continued always equally one way , both day and night , and at all seasons .
536	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_case	to/A	Now , all this vapour and exhalation , being buoyed up by the electrical fire , must add a column to the air ( though of a different matter ) at least a thousand times greater than the vapour and exhalation taken up ; which column must necessarily force the adjacent part of the incumbent air upwards ; and must as necessarily be reacted upon by the incumbent air , to restore the aequilibrium of the whole air .
536	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_det	the/D	Now , all this vapour and exhalation , being buoyed up by the electrical fire , must add a column to the air ( though of a different matter ) at least a thousand times greater than the vapour and exhalation taken up ; which column must necessarily force the adjacent part of the incumbent air upwards ; and must as necessarily be reacted upon by the incumbent air , to restore the aequilibrium of the whole air .
536	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	pa_obl	add/V	Now , all this vapour and exhalation , being buoyed up by the electrical fire , must add a column to the air ( though of a different matter ) at least a thousand times greater than the vapour and exhalation taken up ; which column must necessarily force the adjacent part of the incumbent air upwards ; and must as necessarily be reacted upon by the incumbent air , to restore the aequilibrium of the whole air .
537	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_case	through/A	The air itself being rarefied , and carried up by the reflection of the intense heat of the sun ( for heat , in flying off from all bodies , does ascend through the air with great velocity ) , may be a considerable additional cause of these trade winds ; but never can be the sole cause of all the erratic winds .
537	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_det	the/D	The air itself being rarefied , and carried up by the reflection of the intense heat of the sun ( for heat , in flying off from all bodies , does ascend through the air with great velocity ) , may be a considerable additional cause of these trade winds ; but never can be the sole cause of all the erratic winds .
537	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	pa_obl	ascend/V	The air itself being rarefied , and carried up by the reflection of the intense heat of the sun ( for heat , in flying off from all bodies , does ascend through the air with great velocity ) , may be a considerable additional cause of these trade winds ; but never can be the sole cause of all the erratic winds .
538	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_case	in/A	But sometimes , at the fall of these rains , the wind comes in from the north - west , to restore the balance of the atmosphere , and roll the vapours ( still floating in the air ) , by altering their motion , into heavy dense clouds , which , upon their sudden coalition , let fall heavy showers .
538	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_det	the/D	But sometimes , at the fall of these rains , the wind comes in from the north - west , to restore the balance of the atmosphere , and roll the vapours ( still floating in the air ) , by altering their motion , into heavy dense clouds , which , upon their sudden coalition , let fall heavy showers .
538	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	pa_obl	float/V	But sometimes , at the fall of these rains , the wind comes in from the north - west , to restore the balance of the atmosphere , and roll the vapours ( still floating in the air ) , by altering their motion , into heavy dense clouds , which , upon their sudden coalition , let fall heavy showers .
539	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_case	in/A	Why the mercury falls and rises in the barometer , will appear from what I have been saying ; for in long continued fair dry weather , there is a great quantity of vapour raised , and kept afloat in the air ; which must necessarily add a column to the air at least a thousand times greater than the vapour taken up ; and often much greater than that ; which must as necessarily increase the weight of the air , and make the mercury rise proportional to the additional column ; and when rains descend , they substract a column from the air , near a thousand times as great as the water fallen , which must necessarily lessen the weight of the air , and make the mercury fall proportional to such subtraction .
539	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_det	the/D	Why the mercury falls and rises in the barometer , will appear from what I have been saying ; for in long continued fair dry weather , there is a great quantity of vapour raised , and kept afloat in the air ; which must necessarily add a column to the air at least a thousand times greater than the vapour taken up ; and often much greater than that ; which must as necessarily increase the weight of the air , and make the mercury rise proportional to the additional column ; and when rains descend , they substract a column from the air , near a thousand times as great as the water fallen , which must necessarily lessen the weight of the air , and make the mercury fall proportional to such subtraction .
539	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	pa_obl	keep/V	Why the mercury falls and rises in the barometer , will appear from what I have been saying ; for in long continued fair dry weather , there is a great quantity of vapour raised , and kept afloat in the air ; which must necessarily add a column to the air at least a thousand times greater than the vapour taken up ; and often much greater than that ; which must as necessarily increase the weight of the air , and make the mercury rise proportional to the additional column ; and when rains descend , they substract a column from the air , near a thousand times as great as the water fallen , which must necessarily lessen the weight of the air , and make the mercury fall proportional to such subtraction .
540	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_case	to/A	Why the mercury falls and rises in the barometer , will appear from what I have been saying ; for in long continued fair dry weather , there is a great quantity of vapour raised , and kept afloat in the air ; which must necessarily add a column to the air at least a thousand times greater than the vapour taken up ; and often much greater than that ; which must as necessarily increase the weight of the air , and make the mercury rise proportional to the additional column ; and when rains descend , they substract a column from the air , near a thousand times as great as the water fallen , which must necessarily lessen the weight of the air , and make the mercury fall proportional to such subtraction .
540	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_det	the/D	Why the mercury falls and rises in the barometer , will appear from what I have been saying ; for in long continued fair dry weather , there is a great quantity of vapour raised , and kept afloat in the air ; which must necessarily add a column to the air at least a thousand times greater than the vapour taken up ; and often much greater than that ; which must as necessarily increase the weight of the air , and make the mercury rise proportional to the additional column ; and when rains descend , they substract a column from the air , near a thousand times as great as the water fallen , which must necessarily lessen the weight of the air , and make the mercury fall proportional to such subtraction .
540	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	pa_obl	add/V	Why the mercury falls and rises in the barometer , will appear from what I have been saying ; for in long continued fair dry weather , there is a great quantity of vapour raised , and kept afloat in the air ; which must necessarily add a column to the air at least a thousand times greater than the vapour taken up ; and often much greater than that ; which must as necessarily increase the weight of the air , and make the mercury rise proportional to the additional column ; and when rains descend , they substract a column from the air , near a thousand times as great as the water fallen , which must necessarily lessen the weight of the air , and make the mercury fall proportional to such subtraction .
541	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_case	in/A	Now , the ascent of these vapours must beget a circulation of the air inward from the sea ; in the same manner as the ascent of vapours from any fire brings in the air below to that fire .
541	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_det	the/D	Now , the ascent of these vapours must beget a circulation of the air inward from the sea ; in the same manner as the ascent of vapours from any fire brings in the air below to that fire .
541	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	pa_obl	bring/V	Now , the ascent of these vapours must beget a circulation of the air inward from the sea ; in the same manner as the ascent of vapours from any fire brings in the air below to that fire .
542	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_case	in/A	For while the vapours floated in the air , being of like specific gravity , they were equally attracted by the air as by one another ; but when their specific gravity was greatly increased by their being formed into larger drops , and letting go great part of that electrical fluid , which buoyed them up , and the greatest quantity of water falling in the center of the shower , the extremes may be greatly attracted to the center , in their passage downward .
542	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_det	the/D	For while the vapours floated in the air , being of like specific gravity , they were equally attracted by the air as by one another ; but when their specific gravity was greatly increased by their being formed into larger drops , and letting go great part of that electrical fluid , which buoyed them up , and the greatest quantity of water falling in the center of the shower , the extremes may be greatly attracted to the center , in their passage downward .
542	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	pa_obl	float/V	For while the vapours floated in the air , being of like specific gravity , they were equally attracted by the air as by one another ; but when their specific gravity was greatly increased by their being formed into larger drops , and letting go great part of that electrical fluid , which buoyed them up , and the greatest quantity of water falling in the center of the shower , the extremes may be greatly attracted to the center , in their passage downward .
543	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_case	in/A	I then joined the palms of my hands together , with the fingers extended perpendicularly under the down , which still remained electrified ; although the subtle effluvia , thrown off by perspiration , passed in great plenty through the down ; as may appear by holding one or both the hands in the same manner under any light matter floating in the air , which will be driven upwards thereby , with as great velocity as an electrified feather is by any electrified body held under it .
543	Royal_Society_Corpus_open_v6.0_text_104918_1755.txt	chi_det	the/D	I then joined the palms of my hands together , with the fingers extended perpendicularly under the down , which still remained electrified ; although the subtle effluvia , thrown off by perspiration , passed in great plenty through the down ; as may appear by holding one or both the hands in the same manner under any light matter floating in the air , which will be driven upwards thereby , with as great velocity as an electrified feather is by any electrified body held under it .
